,SRR9162900,SRR9161506,SRR9161509,SRR9161503,SRR9162908,SRR9162903,SRR9162902,SRR9161501,SRR9162899,SRR9161504,SRR9162904,SRR9161505,SRR9162907,SRR9161507,SRR9162906,SRR9162901,SRR9161510,SRR9161502,SRR9162905,SRR9161500
vRhyme_unbinned_39__SRR9161501_504_19,46,0,0,4,0,0,17,6,0,0,2,0,0,2,13,0,0,0,7,0
vRhyme_unbinned_39__SRR9161501_504_21,31,0,0,2,0,0,16,0,0,0,3,0,0,0,8,0,0,0,5,0
vRhyme_unbinned_38__SRR9161501_457_2,14,59,39,0,27,11,0,20,78,58,0,0,19,0,0,19,3,8,14,44
vRhyme_unbinned_38__SRR9161501_457_7,99,513,247,0,126,93,0,576,310,473,0,0,92,0,0,74,41,97,52,497
vRhyme_unbinned_38__SRR9161501_457_17,41,194,0,0,37,52,0,320,104,197,0,0,0,8,11,22,8,42,30,191
vRhyme_unbinned_20__SRR9161501_99_fragment_1_18,26,441,63,43,0,12,5,224,55,33,4,0,35,20,27,10,0,44,55,112
vRhyme_unbinned_20__SRR9161501_99_fragment_1_40,33,864,140,85,0,4,23,186,96,86,9,1,40,63,37,15,0,98,114,233
vRhyme_unbinned_66__SRR9161501_12_fragment_1_11,578,776,63,136,367,7,44,935,138,48,0,0,41,0,0,63,111,147,121,322
vRhyme_unbinned_66__SRR9161501_12_fragment_1_14,27,10,1,4,0,0,14,41,9,0,0,0,5,0,0,0,0,0,11,0
vRhyme_unbinned_66__SRR9161501_12_fragment_1_16,85,145,8,33,76,2,18,206,35,9,0,0,11,12,23,14,23,30,14,55
vRhyme_unbinned_66__SRR9161501_12_fragment_1_17,567,730,85,256,331,18,43,1250,111,59,0,4,69,67,201,84,111,129,123,384
vRhyme_unbinned_66__SRR9161501_12_fragment_1_19,226,220,16,87,130,4,16,341,43,15,0,0,39,17,48,21,41,59,27,126
vRhyme_unbinned_29__SRR9161501_344_7,286,0,0,0,0,0,0,11137,1,0,0,0,0,0,0,0,0,0,0,183
vRhyme_unbinned_29__SRR9161501_344_8,141,1,0,0,0,0,0,2511,3,0,0,0,0,0,0,0,0,0,0,50
vRhyme_unbinned_29__SRR9161501_344_18,414,2,0,0,0,0,0,14727,0,0,0,0,0,0,0,0,0,0,0,136
vRhyme_unbinned_29__SRR9161501_344_19,193,2,0,0,0,0,0,5770,0,0,0,0,0,0,0,0,0,0,0,82
vRhyme_unbinned_29__SRR9161501_344_20,173,0,0,0,0,0,0,4326,0,0,0,0,0,0,0,0,0,0,0,67
vRhyme_unbinned_29__SRR9161501_344_21,144,0,0,0,0,0,0,1639,8,0,0,0,0,0,0,0,0,0,0,31
vRhyme_unbinned_29__SRR9161501_344_23,154,0,0,0,0,0,0,14628,0,0,0,0,0,0,0,0,0,0,0,122
vRhyme_unbinned_29__SRR9161501_344_26,92,0,0,0,0,0,0,1963,2,0,0,0,0,0,0,0,0,0,0,25
vRhyme_unbinned_29__SRR9161501_344_29,97,0,0,0,0,0,0,1796,2,0,0,0,0,0,0,0,0,0,0,22
vRhyme_unbinned_29__SRR9161501_344_31,169,0,0,0,0,0,0,4418,0,0,0,0,0,0,0,0,0,0,0,63
vRhyme_unbinned_29__SRR9161501_344_32,159,0,0,0,0,0,0,5183,0,0,0,0,0,0,0,0,0,0,0,37
vRhyme_unbinned_29__SRR9161501_344_33,68,0,0,0,0,0,0,941,0,0,0,0,0,0,0,0,0,0,0,14
vRhyme_unbinned_29__SRR9161501_344_36,119,2,0,0,0,0,0,2424,0,0,0,0,0,0,0,0,0,0,0,38
vRhyme_unbinned_29__SRR9161501_344_40,301,0,0,0,0,0,0,4573,2,0,0,0,0,0,0,0,0,0,0,54
vRhyme_unbinned_28__SRR9161501_122_fragment_1_10,3010,0,149,0,0,0,0,7061,0,0,0,0,10,376,74,2,0,21,0,22
vRhyme_unbinned_28__SRR9161501_122_fragment_1_14,124,0,0,0,0,0,0,39,0,0,0,0,1,0,4,21,0,8,0,0
vRhyme_unbinned_28__SRR9161501_122_fragment_1_19,259,0,14,0,0,0,0,227,0,0,0,0,1,30,9,111,0,204,0,0
vRhyme_unbinned_74__SRR9161501_4_fragment_1_7,22,491,94,57,0,12,10,113,80,24,0,0,30,31,24,4,0,44,68,123
vRhyme_unbinned_74__SRR9161501_4_fragment_1_9,86,1631,293,180,0,19,40,652,227,142,4,13,97,91,56,30,0,194,179,408
vRhyme_unbinned_74__SRR9161501_4_fragment_1_21,40,1314,243,116,0,23,6,238,164,60,2,2,61,82,35,16,0,150,122,270
vRhyme_unbinned_74__SRR9161501_4_fragment_1_24,50,1300,193,118,0,20,23,441,138,98,0,2,59,83,34,18,0,147,134,312
vRhyme_unbinned_74__SRR9161501_4_fragment_1_27,42,1198,104,141,0,0,22,534,164,0,0,5,41,75,38,31,0,191,112,335
vRhyme_unbinned_74__SRR9161501_4_fragment_1_28,34,1069,204,109,0,0,14,327,85,0,0,0,39,84,34,18,0,159,108,221
vRhyme_unbinned_4__SRR9161501_53_fragment_1_5,2,0,0,0,6,0,0,7,0,0,0,0,0,10,1,0,0,0,0,0
vRhyme_unbinned_13__SRR9161501_408_4,161,0,0,0,2,0,0,2532,0,0,0,0,0,0,0,0,2,0,0,47
vRhyme_unbinned_13__SRR9161501_408_5,386,0,0,0,0,0,0,8524,0,0,0,0,0,0,0,0,2,0,0,158
vRhyme_unbinned_13__SRR9161501_408_7,488,6,0,0,0,0,0,16799,13,0,0,0,0,0,0,0,2,0,2,218
vRhyme_unbinned_13__SRR9161501_408_11,691,2,0,0,0,0,0,16225,33,0,0,0,0,0,0,0,22,0,0,356
vRhyme_unbinned_13__SRR9161501_408_14,382,0,0,0,0,0,0,11412,10,0,0,0,0,0,0,0,40,0,0,121
vRhyme_unbinned_13__SRR9161501_408_17,188,0,0,0,0,0,0,3232,0,0,0,0,0,0,0,0,0,0,0,49
vRhyme_unbinned_13__SRR9161501_408_19,42,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_13__SRR9161501_408_21,231,2,0,0,0,0,0,3873,5,0,0,0,0,0,0,0,7,0,0,193
vRhyme_unbinned_48__SRR9161501_764_7,62,0,0,0,7,0,0,43,0,0,0,0,0,0,0,0,3,0,0,0
vRhyme_unbinned_48__SRR9161501_764_9,47,0,0,0,18,0,0,109,0,0,0,0,0,0,0,0,7,0,0,0
vRhyme_unbinned_48__SRR9161501_764_10,42,0,0,0,3,0,0,36,0,0,0,0,0,0,0,0,5,0,0,0
vRhyme_unbinned_48__SRR9161501_764_12,59,0,0,0,15,0,0,78,0,0,0,0,0,0,0,0,13,0,0,0
vRhyme_unbinned_76__SRR9161501_314_7,821,1,0,0,0,0,0,23566,9,0,0,0,0,0,0,0,0,0,0,321
vRhyme_unbinned_76__SRR9161501_314_8,151,0,0,0,0,0,0,2584,0,0,0,0,0,0,0,0,44,0,0,64
vRhyme_unbinned_76__SRR9161501_314_10,810,0,0,0,2,0,0,19084,5,0,0,0,0,0,0,0,61,0,0,355
vRhyme_unbinned_76__SRR9161501_314_12,78,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,14
vRhyme_unbinned_76__SRR9161501_314_21,249,0,0,0,0,0,0,5751,2,0,0,0,0,0,0,0,14,0,0,107
vRhyme_unbinned_76__SRR9161501_314_24,392,0,0,0,0,0,0,14700,89,0,0,0,0,0,0,0,2,0,0,2031
vRhyme_unbinned_76__SRR9161501_314_26,90,0,0,0,0,0,0,907,66,0,0,0,0,0,0,0,0,0,0,975
vRhyme_unbinned_76__SRR9161501_314_28,224,0,0,2,0,0,0,6301,0,0,0,0,0,0,0,0,3,0,0,64
vRhyme_bin_9__SRR9161501_522_11,119,0,2,0,13,44,0,162,0,21,15,32,2,0,0,0,0,0,0,0
vRhyme_bin_9__SRR9161501_522_14,209,2,7,0,11,105,0,222,0,21,43,97,21,0,0,0,0,0,0,0
vRhyme_bin_9__SRR9161501_522_15,26,0,1,0,5,13,0,3,0,0,7,7,4,0,0,0,0,0,0,0
vRhyme_bin_9__SRR9161501_522_16,87,2,0,0,5,31,0,57,0,8,16,38,3,0,0,0,0,0,0,0
vRhyme_unbinned_69__SRR9161504_1046_3,0,0,0,0,0,9,0,0,0,21,0,0,0,9,3,0,0,0,0,0
vRhyme_unbinned_19__SRR9161504_383_10,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_19__SRR9161504_383_11,16,0,0,4,0,3,4,16,0,12,0,0,0,3,0,0,0,0,0,0
vRhyme_unbinned_19__SRR9161504_383_12,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_19__SRR9161504_383_13,29,17,0,22,0,6,3,107,0,31,0,0,0,16,2,0,0,0,0,0
vRhyme_unbinned_19__SRR9161504_383_16,143,1509,294,268,0,38,39,904,188,298,0,9,70,143,63,36,0,198,93,408
vRhyme_unbinned_19__SRR9161504_383_17,26,344,60,48,0,12,4,140,52,37,0,2,26,10,0,8,0,45,48,83
vRhyme_unbinned_19__SRR9161504_383_21,92,1397,281,191,0,12,32,418,208,173,9,5,85,64,48,37,0,275,137,474
vRhyme_unbinned_19__SRR9161504_383_22,49,516,133,69,0,4,5,245,105,93,0,3,48,32,24,14,0,84,82,216
vRhyme_unbinned_19__SRR9161504_383_30,2,2,2,0,0,3,6,8,14,0,2,0,9,0,1,3,0,4,9,3
vRhyme_unbinned_78__SRR9161504_426_3,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_78__SRR9161504_426_4,0,9,0,0,0,116,0,0,0,242,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_78__SRR9161504_426_6,0,5,0,0,0,115,0,0,0,237,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_78__SRR9161504_426_7,0,8,0,0,0,101,0,0,0,267,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_78__SRR9161504_426_11,0,5,0,0,0,122,0,0,0,453,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_78__SRR9161504_426_15,0,7,2,0,0,89,0,0,0,131,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_78__SRR9161504_426_16,0,0,0,0,0,145,0,0,0,404,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_78__SRR9161504_426_18,0,2,0,0,0,111,0,0,0,161,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_78__SRR9161504_426_19,0,9,0,0,0,239,0,0,0,719,0,0,0,0,0,0,0,0,2,0
vRhyme_unbinned_78__SRR9161504_426_20,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_78__SRR9161504_426_22,0,2,0,0,0,79,0,0,0,241,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_8__SRR9161504_273_fragment_1_18,0,0,2,0,0,18,0,0,0,38,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_8__SRR9161504_273_fragment_1_19,0,0,6,0,0,35,0,0,0,34,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_8__SRR9161504_273_fragment_1_20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_8__SRR9161504_273_fragment_1_25,0,0,1,0,0,19,0,0,0,8,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_8__SRR9161504_273_fragment_1_28,0,0,2,0,0,19,0,0,0,32,0,6,0,0,0,0,0,0,0,0
vRhyme_unbinned_8__SRR9161504_273_fragment_1_30,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_8__SRR9161504_273_fragment_1_33,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_8__SRR9161504_273_fragment_1_37,0,0,4,0,0,25,0,0,0,28,0,5,0,0,0,0,0,0,0,0
vRhyme_unbinned_8__SRR9161504_273_fragment_1_39,0,0,29,0,0,173,0,0,0,310,17,69,0,0,0,0,0,0,0,0
vRhyme_unbinned_97__SRR9161504_540_fragment_1_12,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_97__SRR9161504_540_fragment_1_15,0,0,0,0,0,20,0,0,0,23,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_97__SRR9161504_540_fragment_1_16,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_97__SRR9161504_540_fragment_1_17,0,0,0,0,0,72,0,0,0,120,0,0,0,0,0,0,0,0,0,12
vRhyme_unbinned_97__SRR9161504_540_fragment_1_19,0,0,0,0,0,23,0,0,0,36,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_97__SRR9161504_540_fragment_1_24,0,0,0,0,0,28,0,0,0,37,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_97__SRR9161504_540_fragment_1_25,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_97__SRR9161504_540_fragment_1_26,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_97__SRR9161504_540_fragment_1_31,0,0,0,0,0,19,0,0,0,34,0,0,0,0,0,0,0,0,0,15
vRhyme_unbinned_97__SRR9161504_540_fragment_1_34,0,0,0,0,0,29,0,0,3,39,0,0,0,0,0,0,0,0,0,4
vRhyme_unbinned_97__SRR9161504_540_fragment_1_35,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_97__SRR9161504_540_fragment_1_36,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_96__SRR9161504_1199_3,0,46,204,74,83,69,53,4,19,160,18,26,25,64,47,80,0,283,0,4
vRhyme_unbinned_96__SRR9161504_1199_5,0,1,47,27,1,28,14,3,11,65,0,2,0,13,24,38,0,146,0,4
vRhyme_unbinned_25__SRR9161504_380_4,0,0,0,156,0,38,13,0,7,391,0,0,0,0,0,43,5,283,0,80
vRhyme_unbinned_25__SRR9161504_380_8,0,0,0,31,0,7,0,0,4,65,0,0,0,149,11,3,0,77,0,11
vRhyme_unbinned_25__SRR9161504_380_11,0,0,0,85,0,7,5,0,0,62,0,0,0,221,26,7,0,85,0,18
vRhyme_unbinned_25__SRR9161504_380_13,0,0,0,7,0,0,0,0,0,19,0,0,0,96,12,2,0,24,0,4
vRhyme_unbinned_25__SRR9161504_380_18,0,0,0,4,0,2,2,0,0,10,0,0,0,81,11,12,0,15,0,5
vRhyme_unbinned_25__SRR9161504_380_20,0,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,0,2,0,0
vRhyme_unbinned_25__SRR9161504_380_23,0,0,0,2,0,3,0,0,0,9,0,0,0,5,11,0,0,2,0,4
vRhyme_unbinned_25__SRR9161504_380_25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,6,0,0,0,0
vRhyme_unbinned_25__SRR9161504_380_31,0,0,0,88,0,21,2,0,3,303,0,0,0,685,61,10,2,68,0,21
vRhyme_unbinned_32__SRR9161504_64_fragment_1_8,0,0,0,0,5,9,0,0,0,2667,0,0,0,0,0,35,54,182,0,2
vRhyme_unbinned_32__SRR9161504_64_fragment_1_10,0,0,0,0,0,2,0,0,0,400,0,0,0,0,0,8,11,37,0,0
vRhyme_unbinned_32__SRR9161504_64_fragment_1_15,0,0,0,0,0,0,0,0,0,949,0,0,0,0,0,1,29,79,0,0
vRhyme_unbinned_32__SRR9161504_64_fragment_1_17,0,0,0,0,0,2,0,0,0,69,0,0,0,0,0,0,2,4,0,0
vRhyme_unbinned_32__SRR9161504_64_fragment_1_19,0,0,0,0,0,12,0,0,0,2293,0,0,0,0,0,55,61,270,0,0
vRhyme_unbinned_43__SRR9161504_901_3,23,0,0,0,0,0,0,0,6,1,0,0,4,0,0,4,0,2,4,0
vRhyme_unbinned_43__SRR9161504_901_4,70,104,9,0,0,4,0,58,25,23,0,0,15,0,0,29,0,45,6,49
vRhyme_unbinned_43__SRR9161504_901_5,215,360,113,9,0,12,3,306,74,203,0,0,58,14,3,91,0,171,60,86
vRhyme_unbinned_43__SRR9161504_901_9,275,548,39,10,0,29,4,378,89,308,0,0,5,0,0,171,0,410,52,320
vRhyme_unbinned_90__SRR9161504_944_fragment_1_5,0,2,5,0,11,21,2,0,3,14,3,2,4,0,1,1,0,4,1,0
vRhyme_unbinned_90__SRR9161504_944_fragment_1_6,0,47,63,6,37,45,2,0,1,83,11,30,14,9,12,12,0,39,2,0
vRhyme_unbinned_90__SRR9161504_944_fragment_1_7,5,125,122,47,70,108,30,2,4,252,6,37,19,25,42,30,2,172,13,9
vRhyme_unbinned_90__SRR9161504_944_fragment_1_8,4,155,123,83,123,157,27,12,3,139,21,79,30,35,46,44,0,211,8,6
vRhyme_unbinned_41__SRR9161504_636_5,3,0,0,1,0,3,0,2,0,0,0,0,0,2,0,0,0,2,0,0
vRhyme_unbinned_41__SRR9161504_636_6,4,0,0,2,0,0,0,4,0,2,0,0,0,1,0,3,0,1,0,1
vRhyme_unbinned_41__SRR9161504_636_7,6,0,0,24,3,17,0,99,0,56,0,0,0,22,0,0,0,79,0,40
vRhyme_unbinned_41__SRR9161504_636_8,2,0,0,6,4,2,0,36,6,36,0,0,0,10,0,6,0,28,0,16
vRhyme_unbinned_41__SRR9161504_636_9,7,0,0,25,0,8,2,78,2,64,0,0,0,51,0,5,0,60,0,38
vRhyme_unbinned_41__SRR9161504_636_11,6,0,0,3,0,2,0,85,0,18,0,0,0,6,0,0,0,9,0,36
vRhyme_unbinned_41__SRR9161504_636_12,0,0,0,3,0,2,1,9,0,10,0,0,0,4,0,0,0,3,0,31
vRhyme_unbinned_41__SRR9161504_636_13,0,0,0,0,0,0,0,6,0,5,0,0,0,2,0,0,0,10,0,5
vRhyme_unbinned_41__SRR9161504_636_14,0,0,0,1,0,0,0,6,0,16,0,0,0,7,0,4,0,14,0,1
vRhyme_unbinned_41__SRR9161504_636_16,0,0,0,12,0,11,0,48,4,38,0,0,0,7,0,0,0,46,0,8
vRhyme_unbinned_60__SRR9161504_268_29,0,5,0,0,0,48,0,0,0,620,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_60__SRR9161504_268_32,0,0,0,0,7,71,0,0,3,1041,0,3,0,0,0,0,440,0,0,2689
vRhyme_unbinned_60__SRR9161504_268_37,0,0,0,0,0,7,0,0,0,87,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_60__SRR9161504_268_38,0,0,0,0,0,7,0,0,0,84,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_60__SRR9161504_268_40,0,0,0,0,0,41,0,0,0,286,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_60__SRR9161504_268_42,0,0,0,0,0,41,0,0,0,497,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_60__SRR9161504_268_49,0,0,0,0,1,8,0,0,0,15,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_60__SRR9161504_268_51,0,0,0,0,0,16,0,0,0,118,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_60__SRR9161504_268_53,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_60__SRR9161504_268_54,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_60__SRR9161504_268_55,0,0,0,0,0,13,0,0,0,49,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_60__SRR9161504_268_56,0,0,0,0,0,10,0,0,0,122,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_60__SRR9161504_268_61,0,0,0,0,2,26,0,0,0,266,0,0,0,0,0,0,0,0,0,0
vRhyme_bin_21__SRR9161504_1003_4,2,17,7,0,11,15,0,27,6,29,13,24,2,0,0,1,0,13,5,0
vRhyme_bin_21__SRR9161504_1003_5,4,17,23,0,36,31,2,14,2,19,12,10,8,10,7,6,0,20,5,0
vRhyme_bin_21__SRR9161504_1003_10,0,39,0,0,0,128,0,0,13,128,0,0,0,8,10,0,0,0,2,0
vRhyme_bin_21__SRR9161504_1003_11,0,6,0,0,0,43,0,0,1,44,0,0,0,2,0,0,0,0,2,0
vRhyme_unbinned_37__SRR9161504_10_fragment_1_3,0,0,2,0,12,4,0,0,8,2,0,0,4,0,0,0,0,0,0,2
vRhyme_unbinned_37__SRR9161504_10_fragment_1_16,0,0,49,0,38,28,0,0,76,85,0,0,27,0,0,0,10,0,0,127
vRhyme_unbinned_37__SRR9161504_10_fragment_1_17,0,6,618,2,214,221,0,0,484,1940,0,0,154,0,0,0,74,7,0,1303
vRhyme_unbinned_37__SRR9161504_10_fragment_1_19,0,0,778,0,317,338,0,1,1273,2233,0,0,209,0,0,0,87,0,0,13641
vRhyme_unbinned_37__SRR9161504_10_fragment_1_20,0,0,127,0,65,37,0,0,140,222,0,0,29,0,0,0,18,0,0,224
vRhyme_unbinned_95__SRR9161504_318_6,0,0,49,0,0,2,0,1,21,51,0,0,0,0,0,0,0,11,0,97
vRhyme_unbinned_99__SRR9161504_712_13,83,135,24,17,0,3,6,181,23,69,0,0,31,14,7,36,0,70,22,39
vRhyme_unbinned_99__SRR9161504_712_14,406,691,198,112,0,14,25,1026,85,386,0,0,69,60,3,136,0,379,81,258
vRhyme_unbinned_71__SRR9161504_1_fragment_8_401,0,0,0,0,2,3,0,0,0,75,0,0,0,0,0,0,2,12,0,0
vRhyme_unbinned_80__SRR9161504_154_fragment_1_7,4,0,12,21,6,26,0,71,0,27,0,0,0,0,0,0,0,17,0,25
vRhyme_unbinned_80__SRR9161504_154_fragment_1_8,1,0,11,7,0,32,0,59,0,26,5,7,0,0,0,0,0,10,0,13
vRhyme_unbinned_80__SRR9161504_154_fragment_1_9,0,0,1,0,10,38,0,15,0,40,0,9,0,0,0,0,2,0,0,18
vRhyme_unbinned_80__SRR9161504_154_fragment_1_10,0,1,0,2,5,18,3,1,0,18,0,2,0,0,0,0,0,0,0,0
vRhyme_unbinned_80__SRR9161504_154_fragment_1_11,1,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,4
vRhyme_unbinned_80__SRR9161504_154_fragment_1_13,2,0,0,19,4,20,0,3,0,15,0,0,0,0,0,0,0,0,0,4
vRhyme_unbinned_80__SRR9161504_154_fragment_1_14,4,0,0,11,24,22,0,15,0,18,0,0,0,0,0,4,0,0,0,4
vRhyme_unbinned_80__SRR9161504_154_fragment_1_15,12,27,8,86,45,51,1,37,0,78,0,0,4,0,0,0,9,0,0,17
vRhyme_unbinned_80__SRR9161504_154_fragment_1_16,0,11,5,39,32,43,1,18,0,47,0,0,0,0,0,0,2,0,5,6
vRhyme_unbinned_80__SRR9161504_154_fragment_1_18,0,0,0,0,6,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_80__SRR9161504_154_fragment_1_19,2,0,0,0,9,8,1,2,0,3,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_116__SRR9161504_846_5,0,8,2,2,0,0,0,0,0,82,0,9,0,0,0,0,0,0,0,42
vRhyme_unbinned_116__SRR9161504_846_6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9
vRhyme_unbinned_116__SRR9161504_846_7,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,4
vRhyme_unbinned_116__SRR9161504_846_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_116__SRR9161504_846_10,0,4,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,29
vRhyme_unbinned_116__SRR9161504_846_14,0,0,0,0,0,0,0,0,0,39,0,5,0,0,0,0,0,0,0,19
vRhyme_unbinned_116__SRR9161504_846_15,0,1,0,0,0,0,0,0,0,45,0,10,0,0,0,0,0,2,0,7
vRhyme_unbinned_75__SRR9161504_69_5,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_75__SRR9161504_69_6,0,0,0,0,0,18,0,0,0,2,0,0,0,0,0,0,0,1,0,0
vRhyme_unbinned_75__SRR9161504_69_8,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_75__SRR9161504_69_9,0,0,0,0,0,14,0,0,0,20,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_75__SRR9161504_69_18,0,0,0,0,0,33,0,0,0,168,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_75__SRR9161504_69_21,0,0,0,0,0,115,0,2,0,886,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_75__SRR9161504_69_23,0,0,0,0,3,16,0,0,0,210,0,1,0,0,0,0,682,3,0,0
vRhyme_unbinned_75__SRR9161504_69_24,0,0,0,0,0,30,0,0,0,433,0,1,0,0,0,0,0,2,0,2
vRhyme_unbinned_75__SRR9161504_69_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_75__SRR9161504_69_28,0,0,0,0,0,63,0,0,2,990,0,0,0,0,0,3,0,30,0,9
vRhyme_unbinned_75__SRR9161504_69_31,0,0,0,0,0,51,0,0,0,538,0,0,0,0,0,0,0,0,0,5
vRhyme_unbinned_75__SRR9161504_69_33,0,0,0,0,0,19,0,0,0,46,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_75__SRR9161504_69_35,0,0,0,0,9,50,0,0,0,419,0,0,0,0,0,4,365,15,0,3
vRhyme_unbinned_75__SRR9161504_69_37,0,0,0,0,0,87,0,0,0,1046,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_75__SRR9161504_69_50,0,0,0,0,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_75__SRR9161504_69_53,0,0,0,0,4,27,0,0,0,98,0,2,0,0,0,0,52,2,0,0
vRhyme_unbinned_75__SRR9161504_69_55,0,0,0,0,0,116,0,0,0,1476,0,0,1,0,0,0,0,23,0,8
vRhyme_unbinned_75__SRR9161504_69_56,0,0,0,0,0,24,0,0,0,112,0,0,0,0,0,0,0,4,0,7
vRhyme_unbinned_75__SRR9161504_69_57,0,0,0,0,10,92,0,0,0,1060,0,16,0,0,0,1,431,19,0,2
vRhyme_unbinned_75__SRR9161504_69_63,0,0,0,0,0,43,0,0,0,450,0,0,0,0,0,0,0,0,0,11
vRhyme_unbinned_75__SRR9161504_69_67,0,0,0,0,5,38,0,0,0,167,0,1,0,0,0,0,25,0,0,6
vRhyme_unbinned_75__SRR9161504_69_70,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_75__SRR9161504_69_78,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_75__SRR9161504_69_82,0,0,0,0,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_75__SRR9161504_69_84,0,0,0,0,0,22,0,0,0,127,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_75__SRR9161504_69_85,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0
vRhyme_unbinned_75__SRR9161504_69_88,0,0,0,0,0,22,0,0,0,198,0,0,0,0,0,0,0,2,0,0
vRhyme_unbinned_75__SRR9161504_69_90,0,0,0,0,12,42,0,0,0,421,0,9,0,0,0,2,611,5,0,11
vRhyme_unbinned_75__SRR9161504_69_92,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
